iter	Logloss
221	0.4866522044
222	0.4865103052
223	0.4863821293
224	0.4861154698
225	0.4860600468
226	0.4859414328
227	0.485842291
228	0.4857608239
229	0.4856368303
230	0.4855024925
231	0.4854821052
232	0.4852958253
233	0.4850501263
234	0.4848551677
235	0.4846893447
236	0.4845385458
237	0.4843001161
238	0.4841349055
239	0.4840548271
240	0.4839227718
241	0.4838238511
242	0.4836757085
243	0.4834878236
244	0.4834083944
245	0.4833555926
246	0.4832168941
247	0.4830974357
248	0.4829957022
249	0.4827989999
250	0.4825995484
251	0.4823987743
252	0.4823169174
253	0.4821870377
254	0.4821326481
255	0.481866518
256	0.4817716213
257	0.4817105592
258	0.4816415596
259	0.4814883009
260	0.4813800504
261	0.4813137192
262	0.4812181486
263	0.4810941441
264	0.480926147
265	0.4807813953
266	0.4806306628
267	0.4805790057
268	0.4803180226
269	0.4802201028
270	0.4800541417
271	0.4798413228
272	0.4797389036
273	0.4795944318
274	0.4795467137
275	0.4794544903
276	0.4793526573
277	0.4792148265
278	0.4790735305
279	0.4790581144
280	0.4789948419
281	0.4789418923
282	0.4788233839
283	0.4786117691
284	0.4785383378
285	0.4785083206
286	0.4783726773
287	0.4782513936
288	0.4782099291
289	0.4780294424
290	0.4778260282
291	0.477729396
292	0.477567296
293	0.4775363681
294	0.4772239603
295	0.4771623488
296	0.4769218652
297	0.4768710118
298	0.4766949621
299	0.4765898516
300	0.4763975706
301	0.476307659
302	0.4761130736
303	0.4759681876
304	0.4758905578
305	0.4758485659
306	0.4757392536
307	0.475506315
308	0.4754155815
309	0.4753790667
310	0.4752656253
311	0.4750872841
312	0.4749743532
313	0.4748751887
314	0.474773044
315	0.4746295501
316	0.4744596402
317	0.4744016834
318	0.474277993
319	0.4742256836
320	0.4741601701
321	0.4741343552
322	0.474034261
323	0.4739584185
324	0.4739039039
325	0.4738059387
326	0.4737634609
327	0.473687697
328	0.4734546308
329	0.4732636756
330	0.4730893341
331	0.4730623251
332	0.4728590516
333	0.4727344577
334	0.472650862
335	0.4724280912
336	0.4723106138
337	0.4721676639
338	0.4720636438
339	0.4719378081
340	0.4717900447
341	0.4717826174
342	0.4715943824
343	0.4714728091
344	0.4713697281
345	0.4713389814
346	0.4712867737
347	0.4712017409
348	0.4711424536
349	0.4709251005
350	0.4707194576
351	0.4706578104
352	0.4706126255
353	0.470437948
354	0.4702590749
355	0.470087023
356	0.4699173683
357	0.4698157526
358	0.4697259757
359	0.4696159252
360	0.4694072127
361	0.4692675088
362	0.4691234187
363	0.4690275621
364	0.468847782
365	0.4687937389
366	0.4686747848
367	0.4685603747
368	0.4684367567
369	0.4683417308
370	0.4681931664
371	0.4680677928
372	0.4678405514
373	0.4677219309
374	0.4675726888
375	0.4674056439
376	0.4672207092
377	0.4671286538
378	0.4670169735
379	0.4668492649
380	0.4666439741
381	0.4664669814
382	0.4664317101
383	0.4662612108
384	0.4661085591
385	0.4659928818
386	0.465873548
387	0.4657183214
388	0.4655747571
389	0.4653943279
390	0.4651727565
391	0.4650393657
392	0.4648923689
393	0.4648034327
394	0.4647506531
395	0.4646831411
396	0.4645586838
397	0.4644653637
398	0.4643120973
399	0.4642582402
400	0.464177032
401	0.464035857
402	0.4639398096
403	0.4638046049
404	0.4636991979
405	0.4635995998
406	0.4634336429
407	0.4633410709
408	0.4632696356
409	0.4631335772
410	0.462987327
411	0.4628583488
412	0.462688007
413	0.4626197516
414	0.4624922099
415	0.4624512448
416	0.4622599749
417	0.4621146231
418	0.4619048824
419	0.4617810569
420	0.4616613273
421	0.4614256985
422	0.4613206135
423	0.4611565036
424	0.4610498733
425	0.4609885454
426	0.4608783973
427	0.4607396567
428	0.4606101501
429	0.4604614424
430	0.4603456792
431	0.4601526189
432	0.4600299168
433	0.4598432691
434	0.459789786
435	0.4597434915
436	0.4596694035
437	0.4595067223
438	0.4593783043
439	0.4593163455
440	0.4591423929
441	0.4589669801
442	0.4588596369
443	0.4585921799
444	0.4584117082
445	0.4582621938
446	0.4581668563
447	0.4579554638
448	0.4577787934
449	0.4576622484
450	0.4575495574
451	0.4573796273
452	0.457296234
453	0.45716587
454	0.4570247414
455	0.4568922359
456	0.4568159716
457	0.4566756692
458	0.4564516226
459	0.456258152
460	0.4561358602
461	0.4559450023
462	0.4557977412
463	0.4556994061
464	0.4555492157
465	0.4554325479
466	0.4553046986
467	0.4552221319
468	0.4550675784
469	0.4549521718
470	0.4547528194
471	0.4545865849
472	0.4544803117
473	0.4543366037
474	0.4542457895
475	0.4540359437
476	0.4538951918
477	0.4537132969
478	0.4535834233
479	0.4535404104
480	0.4533283139
481	0.4531537834
482	0.4531043086
483	0.4529928688
484	0.452875731
485	0.452783543
486	0.4526853167
487	0.4525021062
488	0.4523933681
489	0.4522959601
490	0.4521674623
491	0.4520749219
492	0.4519734032
493	0.4518034001
494	0.4516721205
495	0.4515065228
496	0.4513800337
497	0.4512795255
498	0.4510968572
499	0.4509345713
500	0.4507343346
501	0.4505810115
502	0.4503661732
503	0.4502354301
504	0.4500771783
505	0.4499535388
506	0.4498564968
507	0.4497221617
508	0.4495860882
509	0.4494880918
510	0.4493574249
511	0.4492824877
512	0.4492013355
513	0.4490050978
514	0.4489437038
515	0.4488406838
516	0.448701025
517	0.4485149212
518	0.4483967056
519	0.4482706963
520	0.4481622513
521	0.4480329103
522	0.4478966571
523	0.4477711657
524	0.447610927
525	0.4475193856
526	0.4473983783
527	0.4472738267
528	0.4471338894
529	0.4470171233
530	0.4468518358
531	0.4467493677
532	0.446659652
533	0.4465583061
534	0.4464728976
535	0.4463363359
536	0.4462490079
537	0.4461417129
538	0.4459938628
539	0.4458396816
540	0.4456234667
541	0.4454417609
542	0.4453438258
543	0.4452464847
544	0.4450767053
545	0.4449776913
546	0.4448768968
547	0.4447910433
548	0.4447221503
549	0.4446222392
550	0.4444385372
551	0.4443157371
552	0.444244294
553	0.4441676985
554	0.4439792289
555	0.4438227619
556	0.4437228517
557	0.4436401844
558	0.4435038758
559	0.443393769
560	0.44331808
561	0.4432549981
562	0.443121287
563	0.4430424599
564	0.4429064807
565	0.4428326399
566	0.4427914359
567	0.4426408087
568	0.4424607841
569	0.4423203683
570	0.4421384471
571	0.4420497112
572	0.4419211908
573	0.4418904376
574	0.4417604861
575	0.4415898851
576	0.4414692874
577	0.4413726998
578	0.4413030706
579	0.4411685301
580	0.4410545455
581	0.4409167713
582	0.4407644572
583	0.4406337367
584	0.4404910563
585	0.4404034031
586	0.4402746658
587	0.4400868613
588	0.4399165936
589	0.4397263132
590	0.4395867523
591	0.4394906967
592	0.4393728593
593	0.439230085
594	0.4391582705
595	0.4390594436
596	0.4390157446
597	0.4389000977
598	0.4387592104
599	0.4386042768
600	0.4384627773
601	0.4382847972
602	0.4382123691
603	0.4381193928
604	0.4380402946
605	0.4379436421
606	0.4378194276
607	0.43764297
608	0.4375607182
609	0.4374539431
610	0.4373682447
611	0.4372577351
612	0.4370805379
613	0.4369567626
614	0.4368860781
615	0.4367913931
616	0.4366614286
617	0.4366336647
618	0.4365342712
619	0.4363759234
620	0.4362677006
621	0.4362140643
622	0.4360757421
623	0.4359161409
624	0.4358117252
625	0.4356835572
626	0.4355787932
627	0.4355548588
628	0.4354655215
629	0.4354565161
630	0.435347007
631	0.4352740365
632	0.4352014551
633	0.4351154322
634	0.4349309703
635	0.4348597036
636	0.4347545509
637	0.4346975201
638	0.4346243168
639	0.4344500886
640	0.4343427411
641	0.4342410044
642	0.434122245
643	0.4340149613
644	0.4338628967
645	0.4337298245
646	0.4335759909
647	0.4334805938
648	0.4333740943
649	0.4332375152
650	0.4331171689
651	0.4329540946
652	0.4328706177
653	0.4328011994
654	0.4326993686
655	0.432557114
656	0.4325143271
657	0.4324801918
658	0.4323285297
659	0.4321906789
660	0.432093184
661	0.4319796313
662	0.4319104487
663	0.4317487678
664	0.4315903588
665	0.431509593
666	0.4313341734
667	0.4312805424
668	0.4312199974
669	0.4311370076
670	0.4310248405
671	0.4309635396
672	0.4308650308
673	0.4308175749
674	0.4306652035
675	0.4305007361
676	0.4303781283
677	0.4302532663
678	0.4301767554
679	0.4300339767
680	0.4299283611
681	0.429878343
682	0.429749107
683	0.4296519375
684	0.4295227162
685	0.4294231648
686	0.4293795574
687	0.4293037523
688	0.4291890399
689	0.4290961181
690	0.4289606624
691	0.4288457901
692	0.4287279354
693	0.428623778
694	0.4284893655
695	0.4283749848
696	0.4282576518
697	0.428164271
698	0.4280600198
699	0.4279419054
700	0.4278689303
701	0.4277445311
702	0.4275723468
703	0.4274905528
704	0.4273488345
705	0.4271536676
706	0.4270315147
707	0.4269598829
708	0.4269001591
709	0.4268153509
710	0.4266442152
711	0.4265525651
712	0.4265244453
713	0.4264287486
714	0.4263866592
715	0.4262854928
716	0.426217176
717	0.4260730925
718	0.4259594622
719	0.4258476358
720	0.4257363805
721	0.4256008858
722	0.4254022915
723	0.4253339245
724	0.4252176912
725	0.4251405208
726	0.425056189
727	0.4249560292
728	0.4248531997
729	0.4247468684
730	0.4247021055
731	0.4245926664
732	0.4244836133
733	0.4243594439
734	0.4241800032
735	0.4239970224
736	0.4238431363
737	0.4237633928
738	0.4236795075
739	0.4236213116
740	0.4235405248
741	0.4234087373
742	0.4233371672
743	0.4232213907
744	0.4230685656
745	0.4229531858
746	0.4228723049
747	0.4227918257
748	0.4227307319
749	0.4227247415
750	0.422719525
751	0.422628176
752	0.4224339843
753	0.4223114863
754	0.4222694352
755	0.4222146524
756	0.4221665409
757	0.4221330529
758	0.4221305159
759	0.4220120412
760	0.4219289329
761	0.4218201451
762	0.4217539513
763	0.4216898486
764	0.421604638
765	0.4215377643
766	0.4214071147
767	0.4213190345
768	0.4212370641
769	0.421140301
770	0.4210377363
771	0.4208670013
772	0.4207014142
773	0.4206039056
774	0.4204517166
775	0.4202890716
776	0.4201848974
777	0.4201214551
778	0.420045453
779	0.419979646
780	0.4199019029
781	0.4198393458
782	0.4197348275
783	0.4196450582
784	0.4195517563
785	0.4194720052
786	0.4194535363
787	0.4192926978
788	0.4191847339
789	0.4191140661
790	0.4189543615
791	0.4188464651
792	0.4187562717
793	0.4186702947
794	0.4185727893
795	0.4184451959
796	0.4184214528
797	0.4183555878
798	0.4183249133
799	0.418213138
800	0.4181316091
801	0.4181295682
802	0.4180491578
803	0.4179855805
804	0.4179249081
805	0.4178992483
806	0.4178199276
807	0.4177916435
808	0.4177263354
809	0.4176401083
810	0.4175450759
811	0.4174500057
812	0.4173841602
813	0.4172991061
814	0.4172387643
815	0.4171468002
816	0.4169639937
817	0.4168279419
818	0.4167508453
819	0.4166856448
820	0.4165137056
821	0.416446218
822	0.4163600684
823	0.4162893593
824	0.4162276785
825	0.4161103955
826	0.416067835
827	0.4159987578
828	0.4159138413
829	0.4158409165
830	0.4157993814
831	0.4156513438
832	0.4155615899
833	0.415418063
834	0.4153240928
835	0.4152618433
836	0.4152424668
837	0.4151817902
838	0.4150989149
839	0.4149746712
840	0.4148417189
841	0.4147681724
842	0.414701611
843	0.4146604775
844	0.4146006542
845	0.4145066252
846	0.4144310138
847	0.4143976638
848	0.4143268121
849	0.4141983936
850	0.4141118303
851	0.4140743005
852	0.4139831143
853	0.4138485715
854	0.4137746509
855	0.4136318314
856	0.4135727578
857	0.4134782279
858	0.4133597192
859	0.4132803144
860	0.4132164573
861	0.413148919
862	0.4130656289
863	0.4129589086
864	0.4129559519
865	0.4128566881
866	0.4128117234
867	0.412712927
868	0.4126218217
869	0.4125360771
870	0.4124536356
871	0.4123186778
872	0.4122299975
873	0.4121410059
874	0.4120464724
875	0.4119391145
876	0.4118660234
877	0.4118482545
878	0.4117924843
879	0.4117375805
880	0.411675206
881	0.4116159006
882	0.4115430604
883	0.4114945123
884	0.4114324604
885	0.4114097417
886	0.4113374977
887	0.4111889411
888	0.4111349124
889	0.4110606149
890	0.4110543665
891	0.4109372245
892	0.4109116685
893	0.4108386055
894	0.4107781071
895	0.4106058849
896	0.4105583351
897	0.4105143345
898	0.4104369493
899	0.4102686296
900	0.4102136874
901	0.4101443749
902	0.4100998348
903	0.4099564408
904	0.4098220396
905	0.4096923523
906	0.4096694497
907	0.4095676431
908	0.4095028428
909	0.4093869452
910	0.4092836144
911	0.4091928509
912	0.4091371919
913	0.4091166699
914	0.4090229349
915	0.4090212461
916	0.4089614233
917	0.4089601338
918	0.4088909986
919	0.4087967383
920	0.4087248162
921	0.4086572379
922	0.4085357122
923	0.408464167
924	0.4084007159
925	0.4083204024
926	0.4082537168
927	0.4081480034
928	0.4080442312
929	0.4079457699
930	0.4079007598
931	0.407899542
932	0.4078763159
933	0.4078183882
934	0.4076869039
935	0.4075826717
936	0.4074467083
937	0.4073588422
938	0.4072575727
939	0.4071162431
940	0.4070406081
941	0.4069506932
942	0.4068731519
943	0.4068647514
944	0.4067116255
945	0.4066044187
946	0.4065203781
947	0.406429743
948	0.4063846116
949	0.4063249819
950	0.406256321
951	0.4061858333
952	0.4061180651
953	0.406049904
954	0.4060000158
955	0.4059384726
956	0.4059363732
957	0.4059349105
958	0.4057968517
959	0.405668987
960	0.4056075247
961	0.405548773
962	0.4055201971
963	0.4054377258
964	0.4053867657
965	0.4052014461
966	0.4051254628
967	0.4050351817
968	0.404951407
969	0.4048642814
970	0.4048163153
971	0.404805013
972	0.4047400566
973	0.4046807953
974	0.4046801285
975	0.4045721809
976	0.404452721
977	0.4043910577
978	0.4043127461
979	0.4042805863
980	0.4042776055
981	0.4041109762
982	0.4040886685
983	0.404012363
984	0.4039524344
985	0.403838161
986	0.4037716928
987	0.4036695632
988	0.4036676403
989	0.4036038193
990	0.4035411844
991	0.4034835663
992	0.4034133004
993	0.4033384141
994	0.4032796417
995	0.4032140231
996	0.4030626121
997	0.4029154202
998	0.4027983724
999	0.4026239966
